latitude,longitude,store_name,code,location,imei
39.32011,-76.51552,Rosedale,US,America/New_York,863033069630348529
35,136.51667,Komono,JP,Asia/Tokyo,359043379931766692
36.61954,4.08282,Beni Douala,DZ,Africa/Algiers,863033069630348446
48.73218,11.18709,Neuburg an der Donau,DE,Europe/Berlin,359043379931766643
12.25282,79.41727,Gingee,IN,Asia/Kolkata,3590433799317661917
23.29549,113.82465,Licheng,CN,Asia/Shanghai,863033069630348602
16.06213,76.0586,Hungund,IN,Asia/Kolkata,359043379931766015
41.72063,12.6723,Ariccia,IT,Europe/Rome,3590433799317661800
41.77583,140.73667,Hakodate,JP,Asia/Tokyo,359043379931766932
23.04419,-82.00919,Jaruco,CU,America/Havana,8630330696303481594
12.74409,-8.07257,Kati,ML,Africa/Bamako,8630330696303481636
-28.24,-48.67028,Imbituba,BR,America/Sao_Paulo,863033069630348164
21.53889,71.57737,Gariadhar,IN,Asia/Kolkata,8630330696303482014
36.75965,137.36215,Namerikawa,JP,Asia/Tokyo,359043379931766239
-8.66667,-35.71667,Catende,BR,America/Recife,359043379931766932
19.21667,73.08333,Dombivli,IN,Asia/Kolkata,863033069630348891
32.9156,-117.14392,Mira Mesa,US,America/Los_Angeles,3590433799317662428
47.4943,-122.24092,Bryn Mawr-Skyway,US,America/Los_Angeles,3590433799317662113
31.84568,-102.36764,Odessa,US,America/Chicago,863033069630348958
-2.13404,-79.59415,Milagro,EC,America/Guayaquil,8630330696303481644
15.48131,-86.57415,Olanchito,HN,America/Tegucigalpa,3590433799317661792
-25.42778,-49.27306,Curitiba,BR,America/Sao_Paulo,359043379931766478
-54.8,-68.3,Ushuaia,AR,America/Argentina/Ushuaia,3590433799317662352
35.06667,135.21667,Sasayama,JP,Asia/Tokyo,3590433799317661073
26.11527,86.59509,Supaul,IN,Asia/Kolkata,359043379931766445
50.26729,-119.27337,Vernon,CA,America/Vancouver,3590433799317661859
-29.2975,-51.50361,Carlos Barbosa,BR,America/Sao_Paulo,8630330696303481388
34.25807,-88.70464,Tupelo,US,America/Chicago,3590433799317662402
-31.25033,-61.4867,Rafaela,AR,America/Argentina/Cordoba,3590433799317662212
6.25947,102.05461,Tak Bai,TH,Asia/Bangkok,8630330696303481479
58.63667,59.80222,Lesnoy,RU,Asia/Yekaterinburg,3590433799317661628
37.60876,-77.37331,Mechanicsville,US,America/New_York,359043379931766569
30.29184,71.67164,Qadirpur Ran,PK,Asia/Karachi,863033069630348198
32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,3590433799317661925
39.78504,-85.76942,Greenfield,US,America/Indiana/Indianapolis,8630330696303481743
18.20854,-71.10077,Santa Cruz de Barahona,DO,America/Santo_Domingo,3590433799317661487
38.06084,-97.92977,Hutchinson,US,America/Chicago,3590433799317661594
32.44874,-99.73314,Abilene,US,America/Chicago,8630330696303481834
53.19146,-2.52398,Winsford,GB,Europe/London,8630330696303482063
14.0823,98.19151,Dawei,MM,Asia/Yangon,359043379931766080
39.22493,42.85693,Patnos,TR,Europe/Istanbul,3590433799317662451
26.68451,-80.66756,Belle Glade,US,America/New_York,359043379931766163
33.93113,-117.54866,Norco,US,America/Los_Angeles,8630330696303481412
-4.42472,-41.45861,Pedro II,BR,America/Fortaleza,863033069630348859
49.952431,15.268654,Kutná Hora,CZ,Europe/Prague,863033069630348701
-21.98333,16.91667,Okahandja,NA,Africa/Windhoek,8630330696303481685
13.8196,100.04427,Nakhon Pathom,TH,Asia/Bangkok,3590433799317661008
-28.24,-48.67028,Imbituba,BR,America/Sao_Paulo,8630330696303481016
42.06166,-1.60452,Tudela,ES,Europe/Madrid,3590433799317661818
-38.16604,145.13643,Frankston South,AU,Australia/Melbourne,359043379931766791
42.67164,14.01481,Roseto degli Abruzzi,IT,Europe/Rome,3590433799317661776
51.08468,7.11393,Burscheid,DE,Europe/Berlin,8630330696303481552
9.3337,122.8637,Santa Catalina,PH,Asia/Manila,359043379931766155
11.00599,77.5609,Kangayam,IN,Asia/Kolkata,359043379931766536
-32.45242,-71.23106,La Ligua,CL,America/Santiago,3590433799317661875
54.90083,38.07083,Stupino,RU,Europe/Moscow,8630330696303481545
45.99194,29.41824,Artsyz,UA,Europe/Kyiv,8630330696303481578
38.07789,13.44275,Villabate,IT,Europe/Rome,359043379931766908
31.78336,35.23388,East Jerusalem,PS,Asia/Hebron,8630330696303481032
4.02219,101.02083,Teluk Intan,MY,Asia/Kuala_Lumpur,863033069630348644
54.48147,53.47103,Oktyabr‚Äôskiy,RU,Asia/Yekaterinburg,3590433799317662360
41.47892,-87.45476,Schererville,US,America/Chicago,3590433799317661156
27.85,112.9,Xiangtan,CN,Asia/Shanghai,359043379931766007
52.4581,13.28702,Dahlem,DE,Europe/Berlin,359043379931766684
10.66668,-61.51889,Port of Spain,TT,America/Port_of_Spain,359043379931766460
57.97472,33.2525,Valday,RU,Europe/Moscow,3590433799317661404
36.06523,-119.01677,Porterville,US,America/Los_Angeles,3590433799317661933
41.72063,12.6723,Ariccia,IT,Europe/Rome,8630330696303482394
38.07789,13.44275,Villabate,IT,Europe/Rome,8630330696303481586
44.92934,37.99117,Krymsk,RU,Europe/Moscow,863033069630348792
47.46657,84.87144,Zaysan,KZ,Asia/Almaty,863033069630348594
45.4473,-73.75335,Dorval,CA,America/Toronto,3590433799317661875
33.86419,48.26258,Aleshtar,IR,Asia/Tehran,359043379931766619
38.07789,13.44275,Villabate,IT,Europe/Rome,8630330696303481040
-5.85746,144.23058,Mount Hagen,PG,Pacific/Port_Moresby,8630330696303481164
42.52787,-70.92866,Peabody,US,America/New_York,359043379931766486
42.8139,-1.64295,Segundo Ensanche,ES,Europe/Madrid,8630330696303481362
26.67319,31.4976,Juhaynah,EG,Africa/Cairo,3590433799317661206
51.42708,-0.91979,Lower Earley,GB,Europe/London,8630330696303481628
47.46657,84.87144,Zaysan,KZ,Asia/Almaty,8630330696303481891
42.55308,-87.93341,Pleasant Prairie,US,America/Chicago,3590433799317662071
40.94065,-73.99681,Dumont,US,America/New_York,863033069630348867
-11.78333,19.91667,Luena,AO,Africa/Luanda,3590433799317661354
-4.16694,-40.7475,Guaraciaba do Norte,BR,America/Fortaleza,3590433799317661180
29.21399,78.95693,Kashipur,IN,Asia/Kolkata,863033069630348370
43.4125,23.225,Montana,BG,Europe/Sofia,359043379931766627
40.24537,-75.64963,Pottstown,US,America/New_York,8630330696303481701
52.47774,10.5511,Gifhorn,DE,Europe/Berlin,3590433799317662402
-19.65,47.31667,Antanifotsy,MG,Indian/Antananarivo,863033069630348875
41.75338,-86.11084,Granger,US,America/Indiana/Indianapolis,3590433799317661891
59.33333,18.28333,Boo,SE,Europe/Stockholm,3590433799317662436
51.4781,57.3552,Kuvandyk,RU,Asia/Yekaterinburg,3590433799317661651
50.76306,-1.29772,Cowes,GB,Europe/London,863033069630348271
26.32293,91.00632,Barpeta,IN,Asia/Kolkata,863033069630348131
42.22718,14.39024,Lanciano,IT,Europe/Rome,3590433799317661388
41.15612,1.10687,Reus,ES,Europe/Madrid,8630330696303481800
20.88953,-156.47432,Kahului,US,Pacific/Honolulu,8630330696303482048
9.91861,-68.30472,Tinaquillo,VE,America/Caracas,3590433799317662436
12.95629,78.27539,Robertsonpet,IN,Asia/Kolkata,863033069630348602
44.75874,19.21437,Bijeljina,BA,Europe/Sarajevo,8630330696303482352
-3.74912,-73.25383,Iquitos,PE,America/Lima,359043379931766197
54.39635,24.04142,Alytus,LT,Europe/Vilnius,8630330696303481586
29.38242,70.91106,Alipur,PK,Asia/Karachi,3590433799317662444
-7.81667,112.01667,Kediri,ID,Asia/Jakarta,359043379931766130
55.54028,89.20083,Sharypovo,RU,Asia/Krasnoyarsk,8630330696303481610
15.48131,-86.57415,Olanchito,HN,America/Tegucigalpa,863033069630348008
41.72059,-87.70172,Evergreen Park,US,America/Chicago,359043379931766221
4.94273,15.87735,Carnot,CF,Africa/Bangui,359043379931766809
11.00599,77.5609,Kangayam,IN,Asia/Kolkata,8630330696303482477
-3.74912,-73.25383,Iquitos,PE,America/Lima,863033069630348057
41.85059,-87.882,Westchester,US,America/Chicago,863033069630348198
34.4833,136.84186,Toba,JP,Asia/Tokyo,8630330696303482287
25.67927,-80.31727,Kendall,US,America/New_York,8630330696303481966
59.33333,18.28333,Boo,SE,Europe/Stockholm,863033069630348198
39.96348,-4.83076,Talavera de la Reina,ES,Europe/Madrid,359043379931766064
48.812737,14.317466,Český Krumlov,CZ,Europe/Prague,8630330696303481594
-32.45242,-71.23106,La Ligua,CL,America/Santiago,8630330696303481354
33.4425,129.96972,Karatsu,JP,Asia/Tokyo,863033069630348628
37.73222,115.70111,Hengshui,CN,Asia/Shanghai,863033069630348990
-22.53722,-42.98194,Guapimirim,BR,America/Sao_Paulo,359043379931766429
-13.7804,34.4587,Salima,MW,Africa/Blantyre,359043379931766676
53.77166,38.12408,Bogoroditsk,RU,Europe/Moscow,8630330696303481156
42.67164,14.01481,Roseto degli Abruzzi,IT,Europe/Rome,863033069630348859
31.64615,120.74221,Changshu City,CN,Asia/Shanghai,359043379931766668
33.43443,-5.22126,Azrou,MA,Africa/Casablanca,8630330696303481479
44.31771,9.32241,Chiavari,IT,Europe/Rome,359043379931766023
27.85,112.9,Xiangtan,CN,Asia/Shanghai,8630330696303482063
38.68712,-4.10734,Puertollano,ES,Europe/Madrid,863033069630348230
33.76446,-117.79394,North Tustin,US,America/Los_Angeles,8630330696303482378
44.92934,37.99117,Krymsk,RU,Europe/Moscow,3590433799317661594
40.57788,-73.95958,Brighton Beach,US,America/New_York,359043379931766379
35.21222,2.31889,Ksar Chellala,DZ,Africa/Algiers,3590433799317662253
40.34912,-111.90466,Saratoga Springs,US,America/Denver,359043379931766031
34.5624,38.28402,Tadmur,SY,Asia/Damascus,8630330696303481644
15.48131,-86.57415,Olanchito,HN,America/Tegucigalpa,359043379931766262
24.28859,116.11768,Meizhou,CN,Asia/Shanghai,359043379931766304
-6.91806,106.92667,Sukabumi,ID,Asia/Jakarta,8630330696303482279
36.75965,137.36215,Namerikawa,JP,Asia/Tokyo,863033069630348271
10.58806,77.24779,Udumalaippettai,IN,Asia/Kolkata,359043379931766528
65.84811,24.14662,Tornio,FI,Europe/Helsinki,359043379931766379
-8.73508,24.99798,Kamina,CD,Africa/Lubumbashi,8630330696303482469
60.18427,24.95034,Kallio,FI,Europe/Helsinki,863033069630348826
31.39547,34.75699,Rahat,IL,Asia/Jerusalem,8630330696303481925
52.57583,6.61944,Hardenberg,NL,Europe/Amsterdam,863033069630348818
26.32293,91.00632,Barpeta,IN,Asia/Kolkata,863033069630348313
5.20856,-74.73584,Honda,CO,America/Bogota,8630330696303481727
20.88098,75.11937,Parola,IN,Asia/Kolkata,3590433799317661313
7.06273,-1.4001,Mampong,GH,Africa/Accra,8630330696303481602
9.6531,124.3697,Jagna,PH,Asia/Manila,863033069630348727
33.37526,74.3092,Rajaori,IN,Asia/Kolkata,3590433799317662287
-0.71667,-48.52333,Soure,BR,America/Belem,8630330696303481289
23.9028,89.11943,Kushtia,BD,Asia/Dhaka,359043379931766338
18.51957,73.85535,Pune,IN,Asia/Kolkata,863033069630348578
5.90702,116.10146,Donggongon,MY,Asia/Kuching,863033069630348859
36.06386,4.62744,El Achir,DZ,Africa/Algiers,8630330696303481669
50.75932,25.34244,Lutsk,UA,Europe/Kyiv,3590433799317662485
65.93381,111.4834,Aykhal,RU,Asia/Yakutsk,359043379931766114
-11.78333,19.91667,Luena,AO,Africa/Luanda,8630330696303481818
18.42745,-67.15407,Aguadilla,PR,America/Puerto_Rico,3590433799317662378
31.71667,73.38333,Sangla Hill,PK,Asia/Karachi,863033069630348586
41.09822,120.74792,Nanpiao,CN,Asia/Shanghai,8630330696303481107
14.46693,75.92694,Davangere,IN,Asia/Kolkata,863033069630348404
14.95472,120.89694,Baliuag,PH,Asia/Manila,3590433799317661545
3.11988,35.59642,Lodwar,KE,Africa/Nairobi,863033069630348560
51.38673,0.30367,Hartley,GB,Europe/London,8630330696303481750
5.27247,-3.59625,Bonoua,CI,Africa/Abidjan,863033069630348529
59.33333,18.28333,Boo,SE,Europe/Stockholm,8630330696303481073
42.24113,-88.3162,Crystal Lake,US,America/Chicago,863033069630348677
7.65649,4.92235,Efon-Alaaye,NG,Africa/Lagos,8630330696303481560
35.72917,10.58082,Msaken,TN,Africa/Tunis,359043379931766700
35.30889,139.55028,Kamakura,JP,Asia/Tokyo,863033069630348867
10.58806,77.24779,Udumalaippettai,IN,Asia/Kolkata,8630330696303481131
50.20528,19.27498,Jaworzno,PL,Europe/Warsaw,863033069630348586
50.11861,-5.53715,Penzance,GB,Europe/London,863033069630348495
19.32932,-98.1664,Contla,MX,America/Mexico_City,359043379931766916
51.35084,-1.99421,Devizes,GB,Europe/London,863033069630348339
34.31,-2.16,Jerada,MA,Africa/Casablanca,8630330696303482279
4.92675,6.26764,Yenagoa,NG,Africa/Lagos,863033069630348750
31.96258,73.97117,Naushahra Virkan,PK,Asia/Karachi,863033069630348792
14.0823,98.19151,Dawei,MM,Asia/Yangon,8630330696303481594
37.05944,37.3825,Gaziantep,TR,Europe/Istanbul,359043379931766908
36.64852,51.49621,Nowshahr,IR,Asia/Tehran,8630330696303481818
51.168,7.973,Finnentrop,DE,Europe/Berlin,359043379931766858
15.79408,104.1451,Yasothon,TH,Asia/Bangkok,359043379931766882
50.75932,25.34244,Lutsk,UA,Europe/Kyiv,863033069630348750
-37.9,145.18333,Wheelers Hill,AU,Australia/Melbourne,863033069630348198
48.8222,2.12213,Le Chesnay,FR,Europe/Paris,863033069630348198
58.1908,40.17171,Danilov,RU,Europe/Moscow,3590433799317662022
-20.87306,-48.29694,Viradouro,BR,America/Sao_Paulo,3590433799317661560
-10.95817,-38.79084,Tucano,BR,America/Bahia,863033069630348941
41.6764,-91.58045,Coralville,US,America/Chicago,8630330696303482048
41.09246,45.36561,Qazax,AZ,Asia/Baku,8630330696303482360
37.73222,115.70111,Hengshui,CN,Asia/Shanghai,359043379931766411
30.76468,74.12286,Kanganpur,PK,Asia/Karachi,863033069630348966
36.61033,-88.31476,Murray,US,America/Chicago,8630330696303481701
34.09611,-118.10583,San Gabriel,US,America/Los_Angeles,3590433799317661933
28.71271,77.656,Pilkhua,IN,Asia/Kolkata,359043379931766304
26.9423,68.11759,Tharu Shah,PK,Asia/Karachi,8630330696303481966
42.64685,-5.55835,Villaquilambre,ES,Europe/Madrid,863033069630348966
-44.39672,171.25364,Timaru,NZ,Pacific/Auckland,359043379931766841
35.85,117.7,Dongdu,CN,Asia/Shanghai,3590433799317662147
21.53889,71.57737,Gariadhar,IN,Asia/Kolkata,3590433799317661305
4.73245,-74.26419,Madrid,CO,America/Bogota,3590433799317662113
3.7278,98.6738,Labuhan Deli,ID,Asia/Jakarta,8630330696303482113
43.31667,-2.68333,Gernika-Lumo,ES,Europe/Madrid,8630330696303482295
-4.06667,37.73333,Same,TZ,Africa/Dar_es_Salaam,863033069630348990
52.68333,0.93333,East Dereham,GB,Europe/London,3590433799317661719
42.64685,-5.55835,Villaquilambre,ES,Europe/Madrid,359043379931766643
43.54072,-116.56346,Nampa,US,America/Boise,8630330696303481099
-26.22861,-52.67056,Pato Branco,BR,America/Sao_Paulo,3590433799317661636
39.46667,141.95,Yamada,JP,Asia/Tokyo,8630330696303482402
28.54944,-81.77285,Clermont,US,America/New_York,8630330696303481446
51.67822,33.9162,Hlukhiv,UA,Europe/Kyiv,863033069630348917
36.76639,3.47717,Boumerdas,DZ,Africa/Algiers,3590433799317661123
41.63976,2.35739,Cardedeu,ES,Europe/Madrid,3590433799317661909
35.88264,-80.08199,Thomasville,US,America/New_York,8630330696303481602
30.76468,74.12286,Kanganpur,PK,Asia/Karachi,359043379931766411
19.04222,-98.11889,Casa Blanca,MX,America/Mexico_City,8630330696303482402
50.74497,3.20639,Mouscron,BE,Europe/Brussels,863033069630348313
22.75218,72.68533,Kheda,IN,Asia/Kolkata,863033069630348453
41.29444,69.67639,Parkent,UZ,Asia/Tashkent,359043379931766593
29.65163,-82.32483,Gainesville,US,America/New_York,359043379931766106
55.67938,12.53463,Frederiksberg,DK,Europe/Copenhagen,359043379931766379
48.8765,2.18967,Rueil-Malmaison,FR,Europe/Paris,8630330696303481578
39.57582,-105.11221,Ken Caryl,US,America/Denver,863033069630348339
-20.25333,-43.80139,Itabirito,BR,America/Sao_Paulo,359043379931766460
11.50526,77.23826,Sathyamangalam,IN,Asia/Kolkata,863033069630348180
48.77275,5.16108,Bar-le-Duc,FR,Europe/Paris,8630330696303481321
49.68369,8.61839,Bensheim,DE,Europe/Berlin,359043379931766668
23.9028,89.11943,Kushtia,BD,Asia/Dhaka,359043379931766908
51.88333,8.51667,Verl,DE,Europe/Berlin,3590433799317662360
38.45598,48.87498,Astara,AZ,Asia/Baku,3590433799317661057
53.16167,6.76111,Hoogezand,NL,Europe/Amsterdam,3590433799317662469
-2.13404,-79.59415,Milagro,EC,America/Guayaquil,863033069630348867
45.0408,-93.263,Columbia Heights,US,America/Chicago,8630330696303482386
37.49073,-2.77259,Baza,ES,Europe/Madrid,863033069630348438
28.98002,77.70636,Meerut,IN,Asia/Kolkata,359043379931766635
39.32011,-76.51552,Rosedale,US,America/New_York,359043379931766882
18.57677,-72.22625,Croix-des-Bouquets,HT,America/Port-au-Prince,863033069630348685
35.8,137.23333,Gero,JP,Asia/Tokyo,8630330696303482311
48.8222,2.12213,Le Chesnay,FR,Europe/Paris,8630330696303481685
37.60876,-77.37331,Mechanicsville,US,America/New_York,359043379931766262
30.46907,70.96699,Kot Addu,PK,Asia/Karachi,8630330696303482477
33.45122,-86.99666,Hueytown,US,America/Chicago,3590433799317662071
61.78491,34.34691,Petrozavodsk,RU,Europe/Moscow,3590433799317661537
14.37395,100.48528,Bang Ban,TH,Asia/Bangkok,359043379931766015
38.68712,-4.10734,Puertollano,ES,Europe/Madrid,3590433799317661792
39.72943,-104.83192,Aurora,US,America/Denver,863033069630348966
40.2737,-76.88442,Harrisburg,US,America/New_York,863033069630348289
-10.90889,-37.03861,Barra dos Coqueiros,BR,America/Maceio,3590433799317661941
43.62558,13.39954,Falconara Marittima,IT,Europe/Rome,8630330696303482154
33.7207,-116.21677,Indio,US,America/Los_Angeles,359043379931766502
50.86079,17.4674,Brzeg,PL,Europe/Warsaw,8630330696303481966
33.4425,129.96972,Karatsu,JP,Asia/Tokyo,3590433799317662014
-20.25333,-43.80139,Itabirito,BR,America/Sao_Paulo,8630330696303481644
-6.8048,110.8405,Kudus,ID,Asia/Jakarta,3590433799317661883
38.68712,-4.10734,Puertollano,ES,Europe/Madrid,8630330696303481024
41.1053,-7.32097,Custoias,PT,Europe/Lisbon,863033069630348818
58.1908,40.17171,Danilov,RU,Europe/Moscow,359043379931766395
22.88783,84.13864,Jashpurnagar,IN,Asia/Kolkata,3590433799317662329
48.06919,11.37703,Gauting,DE,Europe/Berlin,863033069630348065
37.60876,-77.37331,Mechanicsville,US,America/New_York,8630330696303481933
-8.73508,24.99798,Kamina,CD,Africa/Lubumbashi,863033069630348354
11.8659,34.3869,Ar Ruseris,SD,Africa/Khartoum,3590433799317661016
19.8173,-97.35992,Teziutlan,MX,America/Mexico_City,8630330696303482022
-21.98333,16.91667,Okahandja,NA,Africa/Windhoek,359043379931766221
18.20854,-71.10077,Santa Cruz de Barahona,DO,America/Santo_Domingo,3590433799317661735
6.9909,79.883,Hendala,LK,Asia/Colombo,8630330696303481925
34.61667,135.6,Yao,JP,Asia/Tokyo,359043379931766684
45.4473,-73.75335,Dorval,CA,America/Toronto,8630330696303481404
32.35126,-95.30106,Tyler,US,America/Chicago,359043379931766742
46.67535,5.55575,Lons-le-Saunier,FR,Europe/Paris,8630330696303481495
33.03699,-117.29198,Encinitas,US,America/Los_Angeles,3590433799317661081
49.65186,26.97253,Krasyliv,UA,Europe/Kyiv,3590433799317661701
36.65,138.31667,Suzaka,JP,Asia/Tokyo,359043379931766437
38.72706,-9.24671,Carnaxide,PT,Europe/Lisbon,8630330696303481719
28.92694,78.23456,Bachhraon,IN,Asia/Kolkata,359043379931766700
32.42067,-104.22884,Carlsbad,US,America/Denver,3590433799317661941
50.18545,27.06365,Shepetivka,UA,Europe/Kyiv,8630330696303481636
37.65181,120.33063,Longgang,CN,Asia/Shanghai,359043379931766882
12.04161,75.35927,Talipparamba,IN,Asia/Kolkata,3590433799317661321
23.0072,-82.4017,Boyeros,CU,America/Havana,359043379931766718
29.65163,-82.32483,Gainesville,US,America/New_York,8630330696303482493
33.14447,47.3799,Darreh Shahr,IR,Asia/Tehran,359043379931766247
36.08497,9.37082,Siliana,TN,Africa/Tunis,359043379931766916
-4.26613,15.28318,Brazzaville,CG,Africa/Brazzaville,3590433799317661925
44.75874,19.21437,Bijeljina,BA,Europe/Sarajevo,8630330696303481057
-6.48167,106.85417,Cibinong,ID,Asia/Jakarta,3590433799317661354
30.24706,115.04814,Huangshi,CN,Asia/Shanghai,8630330696303481610
37.65639,126.835,Goyang-si,KR,Asia/Seoul,359043379931766809
53.46506,-1.47217,Chapletown,GB,Europe/London,3590433799317662220
52.14,5.58472,Barneveld,NL,Europe/Amsterdam,8630330696303482261
32.52515,-93.75018,Shreveport,US,America/Chicago,8630330696303481974
41.55815,-73.0515,Waterbury,US,America/New_York,8630330696303481859
-13.7804,34.4587,Salima,MW,Africa/Blantyre,359043379931766593
32.17629,75.06583,Fazilpur,PK,Asia/Karachi,8630330696303481834
51.39323,0.47713,Strood,GB,Europe/London,863033069630348164
30.17746,-81.38758,Palm Valley,US,America/New_York,359043379931766916
14.37395,100.48528,Bang Ban,TH,Asia/Bangkok,8630330696303481297
46.09273,-88.64235,Iron River,US,America/Menominee,359043379931766163
26.91756,-82.07842,Punta Gorda Isles,US,America/New_York,8630330696303481792
14.62578,121.12251,Antipolo,PH,Asia/Manila,863033069630348958
14.62578,121.12251,Antipolo,PH,Asia/Manila,8630330696303481792
25.75728,75.37991,Deoli,IN,Asia/Kolkata,8630330696303481248
0.46005,34.11169,Busia,KE,Africa/Nairobi,863033069630348214
13.44581,101.18445,Phanat Nikhom,TH,Asia/Bangkok,8630330696303481891
60.2052,24.6522,Espoo,FI,Europe/Helsinki,8630330696303481586
35.50056,117.63083,Pingyi,CN,Asia/Shanghai,8630330696303481859
51.24197,4.82313,Lille,BE,Europe/Brussels,359043379931766080
8.88988,-79.62603,Veracruz,PA,America/Panama,3590433799317661826
24.41288,76.56719,Aklera,IN,Asia/Kolkata,359043379931766262
34.31,-2.16,Jerada,MA,Africa/Casablanca,3590433799317661867
10.15031,-73.9614,El Copey,CO,America/Bogota,359043379931766387
8.79577,-75.69947,San Carlos,CO,America/Bogota,3590433799317661784
12.04161,75.35927,Talipparamba,IN,Asia/Kolkata,863033069630348115
39.46667,141.95,Yamada,JP,Asia/Tokyo,8630330696303482055
23.02677,113.13148,Foshan,CN,Asia/Shanghai,8630330696303481735
37.31309,40.74357,Mardin,TR,Europe/Istanbul,3590433799317661446
22.75218,72.68533,Kheda,IN,Asia/Kolkata,359043379931766478
25.80565,68.49143,Bhit Shah,PK,Asia/Karachi,8630330696303481891
-16.25,-69.08333,Yunguyo,PE,America/Lima,3590433799317662444
36.81667,117.81667,Zhoucun,CN,Asia/Shanghai,8630330696303482352
38.17492,-122.2608,American Canyon,US,America/Los_Angeles,359043379931766635
51.21667,6.26667,Schwalmtal,DE,Europe/Berlin,359043379931766213
27.09978,-82.45426,Venice,US,America/New_York,3590433799317661586
5.30383,-1.98956,Tarkwa,GH,Africa/Accra,359043379931766536
52.2,8.63333,Kirchlengern,DE,Europe/Berlin,3590433799317661123
41.84364,-87.71255,South Lawndale,US,America/Chicago,3590433799317661347
28.90054,-81.26367,Deltona,US,America/New_York,359043379931766759
45.44694,8.62118,Novara,IT,Europe/Rome,8630330696303481297
33.92866,-6.90656,Temara,MA,Africa/Casablanca,8630330696303481560
8.43333,99.96667,Nakhon Si Thammarat,TH,Asia/Bangkok,863033069630348347
20.88197,85.83334,Bhuban,IN,Asia/Kolkata,3590433799317661495
40.37528,28.88222,Mudanya,TR,Europe/Istanbul,359043379931766551
-16.25,-69.08333,Yunguyo,PE,America/Lima,8630330696303481479
49.144482,15.006139,Jindřichův Hradec,CZ,Europe/Prague,3590433799317662402
-31.25033,-61.4867,Rafaela,AR,America/Argentina/Cordoba,359043379931766700
33.43443,-5.22126,Azrou,MA,Africa/Casablanca,863033069630348297
56.56317,-2.58736,Arbroath,GB,Europe/London,8630330696303481420
51.08468,7.11393,Burscheid,DE,Europe/Berlin,8630330696303481321
-2.90055,-79.00453,Cuenca,EC,America/Guayaquil,8630330696303481990
2.41669,30.98551,Paidha,UG,Africa/Kampala,3590433799317662410
14.66,120.56528,Pilar,PH,Asia/Manila,3590433799317661560
44.75874,19.21437,Bijeljina,BA,Europe/Sarajevo,8630330696303481347
53.81667,-3.05,Blackpool,GB,Europe/London,8630330696303481073
-32.45242,-71.23106,La Ligua,CL,America/Santiago,863033069630348719
54.52156,9.5586,Schleswig,DE,Europe/Berlin,3590433799317662436
28.54944,-81.77285,Clermont,US,America/New_York,863033069630348693
41.0051,-73.78458,Scarsdale,US,America/New_York,8630330696303481628
13.56667,-15.6,Farafenni,GM,Africa/Banjul,863033069630348115
17.94979,-94.91386,Acayucan,MX,America/Mexico_City,3590433799317661735
41.75338,-86.11084,Granger,US,America/Indiana/Indianapolis,863033069630348644
19.30157,72.85107,Bhayandar,IN,Asia/Kolkata,359043379931766122
34.25,135.31667,Iwade,JP,Asia/Tokyo,3590433799317661222
48.43174,17.8031,Hlohovec,SK,Europe/Bratislava,8630330696303482378
9.15093,-79.62098,Chilibre,PA,America/Panama,8630330696303482311
11.8659,34.3869,Ar Ruseris,SD,Africa/Khartoum,3590433799317661321
22.10194,85.37752,Barbil,IN,Asia/Kolkata,359043379931766395
-2.90055,-79.00453,Cuenca,EC,America/Guayaquil,863033069630348073
34.21639,-119.0376,Camarillo,US,America/Los_Angeles,8630330696303481933
33.93113,-117.54866,Norco,US,America/Los_Angeles,3590433799317662006
51.24197,4.82313,Lille,BE,Europe/Brussels,863033069630348842
50.80019,7.20769,Siegburg,DE,Europe/Berlin,3590433799317661289
42.8139,-1.64295,Segundo Ensanche,ES,Europe/Madrid,359043379931766072
31.28092,74.85849,Patti,IN,Asia/Kolkata,863033069630348834
35.05266,-78.87836,Fayetteville,US,America/New_York,3590433799317662022
41.24264,16.50104,Bisceglie,IT,Europe/Rome,863033069630348933
39.72943,-104.83192,Aurora,US,America/Denver,863033069630348156
53.46506,-1.47217,Chapletown,GB,Europe/London,8630330696303481404
-34.88422,150.60036,Nowra,AU,Australia/Sydney,359043379931766411
43.78956,7.60872,Ventimiglia,IT,Europe/Rome,863033069630348487
49.41029,38.15035,Svatove,UA,Europe/Zaporozhye,3590433799317662402
42.64685,-5.55835,Villaquilambre,ES,Europe/Madrid,863033069630348081
60.02427,30.28491,Kolomyagi,RU,Europe/Moscow,8630330696303481891
9.58126,8.2926,Kafanchan,NG,Africa/Lagos,3590433799317662360
40.72371,-73.95097,Greenpoint,US,America/New_York,8630330696303482097
-7.57897,112.23109,Diwek,ID,Asia/Jakarta,863033069630348420
22.98212,-80.58556,Corralillo,CU,America/Havana,8630330696303482006
50.88506,4.07601,Denderleeuw,BE,Europe/Brussels,359043379931766254
53.51684,-113.3187,Sherwood Park,CA,America/Edmonton,863033069630348974
41.27621,-72.86843,East Haven,US,America/New_York,8630330696303482154
-26.93366,29.24152,Standerton,ZA,Africa/Johannesburg,3590433799317661321
50.88506,4.07601,Denderleeuw,BE,Europe/Brussels,8630330696303482279
44.35056,142.45778,Nayoro,JP,Asia/Tokyo,863033069630348370
48.975658,14.480255,České Budějovice,CZ,Europe/Prague,3590433799317661628
