ts,imei,mwra,c.android.youtube,c.katana,c.dogalize,c.android.chrome,c.android.gm,c.raider,c.UCMobile.x86,c.android.vending,c.updateassist,c.UCMobile.intl
2018-05-05 20:40:00,863033069630348743,0.00000,13.28767,7.08823,15.09907,7.85740,13.24793,52.88930,50.49015,62.08278,86.08066,1.06912
2018-05-05 20:41:00,3590433799317661875,1.00000,11.40422,14.31868,9.28340,6.83319,13.88245,38.91885,24.10212,7.70864,64.01791,20.22138
2018-05-05 20:42:00,863033069630348727,0.00000,15.00610,8.49858,12.32262,9.44890,14.36041,45.19185,63.39904,29.21294,72.63133,20.38987
2018-05-05 20:43:00,8630330696303481123,1.00000,12.68046,17.59070,10.67118,12.30829,8.34772,49.51770,58.68329,79.89148,95.49529,30.60323
2018-05-05 20:44:00,3590433799317662238,0.00000,7.31309,13.27619,8.42871,8.63407,17.81160,40.49692,48.31315,22.44851,90.74087,1.84142
2018-05-05 20:45:00,863033069630348446,1.00000,11.67396,15.83375,10.73810,10.94850,10.05484,59.36303,38.42963,4.43091,93.37179,99.36714
2018-05-05 20:46:00,863033069630348347,1.00000,9.38485,13.63732,10.54068,11.41310,14.23920,41.79852,60.04411,40.93544,56.54915,27.36735
2018-05-05 20:47:00,3590433799317661487,1.00000,12.60603,10.11784,12.93765,9.56576,10.84051,60.25758,30.00064,45.78396,56.56268,46.09975
2018-05-05 20:48:00,3590433799317662345,0.00000,8.64288,9.09492,9.45763,9.79394,15.96588,45.82828,61.86695,14.21139,67.82206,7.57546
2018-05-05 20:49:00,359043379931766676,1.00000,12.15733,10.79645,10.53261,13.24831,7.88283,18.78932,51.74652,22.83908,80.91982,60.81825
2018-05-05 20:50:00,359043379931766841,0.00000,10.82669,15.43822,10.24685,12.22123,12.52144,43.61636,42.93032,99.08387,20.79642,4.69694
2018-05-05 20:51:00,863033069630348057,1.00000,14.06388,12.92139,10.38999,11.80861,5.61101,51.40397,54.04655,54.68641,80.70607,73.90880
2018-05-05 20:52:00,359043379931766965,1.00000,9.00844,14.17696,8.92374,8.42631,15.01680,29.58371,50.83051,81.48017,30.23487,36.05805
2018-05-05 20:53:00,863033069630348891,1.00000,11.50809,11.98392,10.62493,8.82269,11.57168,57.91071,58.95487,71.87248,92.57353,37.72401
2018-05-05 20:54:00,3590433799317662063,0.00000,9.28508,12.11333,12.49041,11.41941,13.71026,60.47211,66.31294,61.54091,99.39750,17.54921
2018-05-05 20:55:00,3590433799317662295,0.00000,4.24131,16.08341,12.74939,13.45522,11.82617,69.52755,48.06492,88.53468,15.05653,56.28977
2018-05-05 20:56:00,359043379931766387,1.00000,12.82504,11.61827,9.56098,8.80935,10.86912,40.04071,41.17465,83.44678,18.30388,23.60499
2018-05-05 20:57:00,359043379931766072,0.00000,12.01788,15.73314,11.80706,11.40325,12.00009,45.11616,49.97989,19.63978,24.22548,43.78063
2018-05-05 20:58:00,3590433799317661172,1.00000,14.39436,14.97570,11.73504,12.82809,6.13521,75.81446,58.58828,56.64237,66.43778,63.33281
2018-05-05 20:59:00,3590433799317661347,0.00000,7.84398,12.80975,14.43939,16.14713,10.88543,45.81010,60.71670,10.46860,62.21276,15.33168
2018-05-05 21:00:00,359043379931766353,1.00000,9.85142,13.34389,10.56139,12.47079,9.05623,56.58762,52.70430,23.90070,7.67873,2.93746
2018-05-05 21:01:00,8630330696303481081,1.00000,8.88477,14.42058,7.67292,11.86163,13.79211,69.13606,50.94856,81.38023,75.95535,52.66591
2018-05-05 21:02:00,3590433799317661982,1.00000,14.24388,10.68021,7.98594,6.16725,10.37494,44.69028,48.56885,23.79652,8.77634,4.43383
2018-05-05 21:03:00,3590433799317661578,1.00000,16.07319,12.84823,9.07987,10.54665,11.08740,67.61740,54.24142,83.99026,94.44398,26.66952
2018-05-05 21:04:00,8630330696303481610,1.00000,12.09296,12.71354,8.58053,3.40334,11.13689,31.12857,37.04577,91.57055,34.10576,12.60641
2018-05-05 21:05:00,359043379931766650,1.00000,12.54782,9.32831,9.57919,9.16554,10.79058,59.73254,48.88580,1.54869,12.45515,57.45150
2018-05-05 21:06:00,863033069630348495,1.00000,13.15981,8.93396,5.28791,12.36943,9.80776,80.14822,57.27824,38.97508,0.19432,74.51535
2018-05-05 21:07:00,3590433799317661719,1.00000,8.28788,16.79144,7.79583,9.19314,11.63479,48.19194,66.30916,99.44223,45.76801,52.59757
2018-05-05 21:08:00,3590433799317662360,1.00000,11.16142,13.84421,14.87724,13.65125,11.13408,51.97296,37.62630,31.79408,4.83153,94.35515
2018-05-05 21:09:00,8630330696303482287,1.00000,12.74375,15.00190,9.79166,10.24888,9.94200,33.04090,48.29301,44.30315,87.76061,98.64828
2018-05-05 21:10:00,8630330696303481081,1.00000,9.87719,13.33621,14.02424,9.68025,13.27159,54.18394,33.34446,30.46279,96.88207,33.72328
2018-05-05 21:11:00,359043379931766080,0.00000,11.39332,11.02135,11.11177,13.35206,13.83877,57.73025,43.11551,54.05451,56.25631,15.77589
2018-05-05 21:12:00,8630330696303481776,1.00000,14.28117,14.03887,12.61054,14.11522,6.11520,52.54947,48.20210,35.45851,31.25045,60.43244
2018-05-05 21:13:00,8630330696303481909,1.00000,13.05348,14.45168,9.40214,11.69639,5.80038,43.85101,31.95012,94.48961,93.43584,27.83435
2018-05-05 21:14:00,359043379931766205,1.00000,13.99007,11.82437,10.95682,8.52067,8.57782,80.93547,54.87791,29.13439,57.99756,0.09452
2018-05-05 21:15:00,359043379931766502,1.00000,13.51035,16.13277,14.86264,10.78031,12.55561,26.26029,53.20758,78.17245,99.25253,77.56823
2018-05-05 21:16:00,8630330696303482477,1.00000,11.01512,13.24073,9.92652,10.42338,9.70640,76.60274,72.81504,61.59174,62.01713,62.75070
2018-05-05 21:17:00,3590433799317661206,1.00000,8.66133,15.56673,10.17960,11.37260,16.01324,57.99579,40.36048,63.17567,31.74704,16.44429
2018-05-05 21:18:00,8630330696303482147,1.00000,11.37527,15.11845,8.85723,7.54551,13.24260,33.25169,65.18724,27.62228,43.90622,62.66988
2018-05-05 21:19:00,8630330696303481826,1.00000,8.68123,12.53868,9.78851,7.43991,13.23517,61.88314,58.09065,61.07872,72.45783,27.50146
2018-05-05 21:20:00,863033069630348362,0.00000,10.61560,13.86120,15.49213,10.74811,18.83351,29.21202,23.48399,45.54070,77.42349,23.12139
2018-05-05 21:21:00,8630330696303481578,0.00000,12.39840,15.59536,10.21306,14.34587,12.14648,61.88347,48.86899,66.38995,98.05148,26.11183
2018-05-05 21:22:00,359043379931766650,0.00000,11.49767,11.24506,14.89048,7.11110,15.36528,45.83942,43.22536,7.11567,80.99979,82.71342
2018-05-05 21:23:00,3590433799317661222,1.00000,14.12643,11.64394,10.93254,13.49995,8.19740,60.27595,82.79620,89.34578,30.50410,4.44715
2018-05-05 21:24:00,863033069630348271,1.00000,10.07880,13.35897,6.31587,8.27683,12.53757,47.85859,42.11783,6.50734,65.52984,65.87000
2018-05-05 21:25:00,3590433799317661263,0.00000,14.69887,11.13214,12.00756,11.66796,13.38165,73.96108,61.15529,44.79302,69.76856,90.93515
2018-05-05 21:26:00,359043379931766544,0.00000,13.46852,13.40934,10.67851,10.93221,17.17528,39.11519,74.05264,31.64582,3.20004,91.78728
2018-05-05 21:27:00,863033069630348065,1.00000,13.99994,14.84440,10.57597,7.75122,10.19770,64.25001,63.34085,84.29124,62.72339,65.02486
2018-05-05 21:28:00,863033069630348867,1.00000,12.11043,12.44352,9.96327,7.80420,12.48688,43.52585,42.59497,76.08101,20.96430,89.44330
2018-05-05 21:29:00,3590433799317662105,1.00000,13.56757,13.98430,9.60901,7.73311,11.12424,38.78214,49.73089,3.23544,6.50323,82.95985
2018-05-05 21:30:00,8630330696303482139,0.00000,10.79664,11.74402,11.12984,10.13793,18.06554,66.46071,58.20670,84.51615,64.95834,32.70487
2018-05-05 21:31:00,8630330696303481636,0.00000,12.34515,6.38060,12.95207,11.52146,13.63648,61.43503,46.12189,23.69372,31.78082,23.20301
2018-05-05 21:32:00,863033069630348248,1.00000,11.25967,16.01246,9.76232,10.96364,13.16948,37.02518,36.07474,50.91616,10.02462,20.77884
2018-05-05 21:33:00,863033069630348081,0.00000,13.97731,11.15487,12.23063,12.85501,12.35027,71.63479,34.74534,42.85613,33.60807,7.59546
2018-05-05 21:34:00,8630330696303481818,1.00000,13.92711,13.30220,7.12766,10.29177,11.75529,40.86485,22.58699,74.08682,48.39121,64.72654
2018-05-05 21:35:00,359043379931766387,1.00000,8.58224,14.46815,8.99678,11.78863,16.82812,46.06323,33.40714,48.51330,11.84313,54.27410
2018-05-05 21:36:00,8630330696303482337,0.00000,11.99060,13.45653,9.54930,14.55882,12.94939,54.77191,44.15517,15.05808,55.16209,32.30322
2018-05-05 21:37:00,3590433799317662485,0.00000,10.18560,15.30440,11.84891,13.57046,13.05529,34.07651,50.41921,59.94408,19.68501,75.48640
2018-05-05 21:38:00,359043379931766346,0.00000,10.81554,13.48878,14.33328,14.39292,13.51040,47.13871,63.36624,20.27356,61.61548,97.67142
2018-05-05 21:39:00,359043379931766593,0.00000,12.50235,14.12159,10.02230,9.54664,5.89110,30.66116,68.94539,47.33580,57.40255,20.27169
2018-05-05 21:40:00,359043379931766494,1.00000,10.33440,8.66530,9.98033,8.63097,11.70665,30.23672,65.33023,19.47963,83.74663,82.77873
2018-05-05 21:41:00,3590433799317661677,1.00000,12.45828,12.98996,10.68938,11.52742,11.06512,53.84241,61.86896,17.94447,94.84543,81.73120
2018-05-05 21:42:00,8630330696303481206,1.00000,11.18974,12.80337,10.77953,11.87883,17.06432,54.97056,43.23920,72.20514,32.81988,63.28648
2018-05-05 21:43:00,3590433799317662394,0.00000,12.46770,10.47842,15.95177,8.85953,10.39952,54.10493,49.65123,91.79399,69.28727,59.09126
2018-05-05 21:44:00,8630330696303481495,0.00000,14.32566,11.10558,13.59620,12.45041,7.38807,44.67573,47.23592,61.28214,5.90197,79.21491
2018-05-05 21:45:00,8630330696303482451,1.00000,12.16126,12.11684,7.99266,10.10022,11.41640,43.30163,57.72132,66.60780,70.00560,53.70864
2018-05-05 21:46:00,3590433799317662105,1.00000,9.86421,14.36969,11.63588,9.40183,14.40976,39.45409,47.41474,52.78902,83.53053,84.48204
2018-05-05 21:47:00,863033069630348545,1.00000,13.46290,14.65758,12.69309,6.45151,11.68319,53.05466,38.84591,49.89981,58.75686,38.60597
2018-05-05 21:48:00,359043379931766890,0.00000,7.90117,11.17003,12.49247,10.04186,11.23650,72.79861,62.98382,11.34651,59.92183,21.11931
2018-05-05 21:49:00,8630330696303482196,0.00000,9.48986,12.33131,13.39133,9.59358,11.47879,43.53535,39.61479,40.22029,70.36084,62.25281
2018-05-05 21:50:00,3590433799317661974,1.00000,15.03431,13.69119,13.00339,13.23572,9.16890,36.42317,34.82818,22.91519,86.56446,49.32747
2018-05-05 21:51:00,8630330696303481230,0.00000,8.35029,10.95034,14.62898,13.11000,16.90851,59.15079,38.72048,66.01635,3.36538,36.35139
2018-05-05 21:52:00,863033069630348834,1.00000,10.43050,14.58677,8.58690,4.08721,10.49885,39.51929,49.01485,72.44575,33.13833,18.00438
2018-05-05 21:53:00,863033069630348750,1.00000,8.40262,14.52831,7.84638,11.13000,15.05463,74.24240,49.79923,61.52621,27.11653,90.44560
2018-05-05 21:54:00,3590433799317662246,1.00000,8.71884,12.68247,9.90926,8.66737,13.49362,60.82891,41.06863,8.52579,38.20401,11.46071
2018-05-05 21:55:00,863033069630348974,0.00000,8.77536,11.75740,12.79963,14.36239,14.85427,49.17000,50.48198,31.54225,82.02269,68.59517
2018-05-05 21:56:00,359043379931766692,0.00000,15.98869,8.25566,14.95682,11.92121,13.71149,30.83120,47.03377,73.98814,12.10665,95.37641
2018-05-05 21:57:00,863033069630348321,0.00000,11.70594,13.09153,10.73946,10.19259,12.47706,69.38086,50.68869,47.16208,85.49502,36.74326
2018-05-05 21:58:00,359043379931766189,1.00000,13.19066,15.81164,7.53136,3.53910,12.56095,53.45734,66.25761,34.99535,75.58377,84.63749
2018-05-05 21:59:00,359043379931766007,1.00000,13.08117,15.36184,11.33952,10.44694,11.81704,54.42415,41.61876,0.98434,9.02432,60.50794
2018-05-05 22:00:00,863033069630348651,1.00000,9.18205,15.40478,8.48886,11.58430,13.30180,59.42593,63.30446,25.93226,40.98270,23.82004
2018-05-05 22:01:00,8630330696303481305,1.00000,12.51447,10.21567,13.14438,11.15284,16.40144,49.54942,48.76805,84.15686,5.73073,86.97024
2018-05-05 22:02:00,8630330696303482071,0.00000,9.18994,13.47476,11.93797,14.11212,15.64411,69.39385,58.63015,92.17214,42.37705,14.32232
2018-05-05 22:03:00,8630330696303481495,0.00000,12.09871,16.77465,8.73111,9.26037,9.45526,54.73224,53.22043,9.70380,8.44551,3.53682
2018-05-05 22:04:00,359043379931766577,0.00000,9.95145,13.27767,14.28982,7.63120,13.12044,58.13231,39.20633,6.12340,17.71979,52.90753
2018-05-05 22:05:00,3590433799317661495,0.00000,10.30506,13.77772,14.57143,11.74495,11.48353,69.46727,60.23801,75.53418,47.68478,23.59832
2018-05-05 22:06:00,863033069630348255,1.00000,13.75061,14.19609,10.77135,11.15283,7.73896,48.60667,43.01707,83.65522,38.36126,78.04515
2018-05-05 22:07:00,8630330696303481560,1.00000,17.34500,11.09942,12.90843,10.95676,11.72416,52.30592,48.28020,36.53723,22.70912,71.74057
2018-05-05 22:08:00,359043379931766361,0.00000,13.45680,15.57400,7.09700,8.19480,10.76439,56.58979,60.82925,59.46314,84.73667,13.30496
2018-05-05 22:09:00,863033069630348818,0.00000,11.14709,10.74434,11.50797,8.34709,14.22974,54.38494,30.04764,41.41877,71.73783,97.28523
2018-05-05 22:10:00,3590433799317661701,1.00000,14.83984,11.24104,12.59309,7.68612,13.13440,65.76094,42.15766,67.34785,48.78320,68.77946
2018-05-05 22:11:00,3590433799317662204,1.00000,10.46372,10.85951,12.50843,11.32776,17.46310,67.02551,46.83654,2.75665,9.01548,24.11283
2018-05-05 22:12:00,8630330696303482139,1.00000,10.97385,13.88446,12.34051,11.87450,14.98765,41.78225,44.14310,66.93765,96.03560,80.30668
2018-05-05 22:13:00,3590433799317662378,0.00000,14.16820,9.40072,12.62344,12.34726,12.29948,57.09437,46.98655,9.65295,77.97559,77.98681
2018-05-05 22:14:00,863033069630348396,1.00000,11.49817,11.31885,14.09958,8.82105,16.69290,58.26895,75.26410,98.04241,99.74760,41.44637
2018-05-05 22:15:00,3590433799317662295,0.00000,15.13941,5.93709,11.57266,7.18595,16.92520,46.20029,65.90329,17.19318,85.32048,96.14526
2018-05-05 22:16:00,863033069630348594,1.00000,12.89707,10.99388,9.88862,12.06024,12.94396,59.55795,46.45827,47.81884,6.13298,3.34972
2018-05-05 22:17:00,359043379931766288,1.00000,13.07659,18.78139,8.59868,5.03547,11.14401,45.05756,46.38059,96.81660,66.08810,63.12452
2018-05-05 22:18:00,359043379931766197,1.00000,8.93621,13.97104,6.31006,9.45106,12.85808,42.39984,54.61801,60.90790,16.44222,32.63589
2018-05-05 22:19:00,3590433799317661511,1.00000,8.03297,13.53836,10.47799,11.50429,14.43472,45.18936,59.07227,49.92451,74.28062,65.08753
2018-05-05 22:20:00,359043379931766668,0.00000,14.56247,13.82000,13.42137,12.47635,8.70327,47.35802,72.03336,28.34681,19.83213,68.36815
2018-05-05 22:21:00,8630330696303481032,1.00000,11.82769,11.23666,9.47752,8.36840,7.25629,54.31146,53.69266,40.12253,4.93991,10.88928
2018-05-05 22:22:00,3590433799317661537,1.00000,8.75839,12.09452,9.75479,9.15224,13.43539,55.16158,72.03003,24.37024,54.15000,85.56438
2018-05-05 22:23:00,863033069630348024,1.00000,12.49845,9.16990,6.70580,10.36515,9.96975,46.91590,49.23723,24.77896,3.04900,96.93948
2018-05-05 22:24:00,3590433799317661719,0.00000,13.79663,8.70870,11.84709,8.42641,11.83735,38.53465,46.99796,12.17008,71.23332,96.61949
2018-05-05 22:25:00,8630330696303482170,0.00000,11.24095,16.15877,12.06399,12.29379,12.92040,63.58419,72.94615,69.73749,93.53337,61.20976
2018-05-05 22:26:00,359043379931766411,1.00000,8.48084,12.72529,4.12539,8.88703,11.70165,47.57843,61.87091,13.60677,59.59870,16.95162
2018-05-05 22:27:00,8630330696303481149,0.00000,10.30248,13.54377,10.88296,12.04770,14.94406,55.74229,55.39584,73.68426,96.86655,83.72930
2018-05-05 22:28:00,8630330696303482089,0.00000,14.85123,8.58295,12.75950,9.90914,14.33840,69.40709,72.34567,71.71806,7.63541,1.40668
2018-05-05 22:29:00,8630330696303481933,0.00000,11.01067,11.36165,14.49473,14.80579,15.23828,54.26661,53.86530,44.49713,87.56227,88.34858
2018-05-05 22:30:00,8630330696303481594,0.00000,10.51920,11.75949,13.81169,10.36442,10.32556,58.24208,62.49120,68.93019,81.51157,32.14168
2018-05-05 22:31:00,8630330696303482238,0.00000,10.42151,13.91562,15.25805,10.30388,13.80069,68.22996,33.30377,7.67323,18.29236,74.90867
2018-05-05 22:32:00,8630330696303481867,1.00000,13.61733,14.38862,12.27539,10.87489,9.62271,33.94548,67.50208,70.17796,70.01262,54.11858
2018-05-05 22:33:00,8630330696303481735,1.00000,14.45493,14.22303,7.54958,9.01908,7.14300,51.95717,63.61263,71.09308,83.77904,14.21501
2018-05-05 22:34:00,863033069630348446,1.00000,10.70671,14.64454,9.05031,9.08204,15.21819,39.26797,68.73170,8.78237,79.58543,62.75040
2018-05-05 22:35:00,359043379931766890,1.00000,10.94523,14.26734,9.65795,11.68019,12.35206,60.49127,57.17368,3.30053,83.41668,34.17188
2018-05-05 22:36:00,359043379931766601,0.00000,8.97249,13.50081,11.34252,13.83842,12.23090,41.82126,41.87330,75.84287,54.29763,44.84430
2018-05-05 22:37:00,863033069630348917,1.00000,15.95011,15.65886,9.09556,14.38606,8.47410,55.84232,63.75477,83.94178,7.84414,64.50174
2018-05-05 22:38:00,3590433799317661560,0.00000,13.06939,7.15263,11.22742,7.32504,14.47118,36.31916,50.47803,26.98419,11.38750,11.21881
2018-05-05 22:39:00,3590433799317662170,1.00000,12.59034,11.81975,11.81508,7.89370,13.39670,30.55964,41.08579,20.45260,63.83946,20.39827
2018-05-05 22:40:00,3590433799317661883,1.00000,11.07955,14.70956,5.82760,9.61781,10.21851,76.70724,56.11369,96.22070,90.24946,19.03629
2018-05-05 22:41:00,359043379931766122,0.00000,15.49077,12.40459,14.51572,8.05730,11.27025,74.92751,52.93590,70.88757,87.28974,8.88541
2018-05-05 22:42:00,359043379931766924,0.00000,14.85687,15.94287,7.09265,10.24891,10.69433,78.99389,57.02762,86.32890,89.05027,19.08388
2018-05-05 22:43:00,359043379931766544,1.00000,8.71043,18.50154,10.01562,13.79525,9.71005,60.83176,47.17998,20.86821,4.79197,28.88647
2018-05-05 22:44:00,8630330696303481891,1.00000,14.42254,15.55248,8.45675,8.21283,9.16632,70.31636,36.79424,7.00111,6.38240,16.43553
2018-05-05 22:45:00,3590433799317662188,1.00000,16.57023,16.20325,9.47167,11.58212,10.72522,64.75358,35.11248,52.56769,13.52559,16.19013
2018-05-05 22:46:00,8630330696303482055,0.00000,7.90785,14.51246,5.14220,13.18417,10.49850,35.28178,48.47210,31.65414,92.01018,10.41982
2018-05-05 22:47:00,3590433799317662477,1.00000,13.19790,12.46517,9.66635,10.89973,6.76476,57.37223,52.89461,27.30846,71.74550,82.61331
2018-05-05 22:48:00,8630330696303481065,0.00000,14.88427,9.71455,12.75624,6.60326,14.31887,33.49556,31.70327,89.53608,50.98283,22.25347
2018-05-05 22:49:00,3590433799317662303,1.00000,16.85378,12.43933,11.44308,9.42818,10.32880,60.00399,22.22322,17.21931,72.55278,17.83420
2018-05-05 22:50:00,3590433799317662238,1.00000,13.93345,13.59424,10.22607,11.55531,12.01538,52.71698,57.57508,79.68941,49.38614,20.62083
2018-05-05 22:51:00,359043379931766361,1.00000,9.80311,11.91072,8.81530,12.20936,14.76779,58.98482,64.92727,91.89584,86.31094,8.09116
2018-05-05 22:52:00,3590433799317662188,1.00000,15.18257,14.28531,11.85144,13.29069,8.58074,40.72280,45.10663,33.49369,48.76405,85.70019
2018-05-05 22:53:00,863033069630348628,1.00000,11.42548,17.07635,11.38565,6.66824,8.57712,52.61672,54.03458,84.35440,41.15299,1.62639
2018-05-05 22:54:00,3590433799317662048,1.00000,11.30926,9.69569,10.16101,12.68248,13.55649,63.07036,37.97665,58.74716,70.47451,56.21083
2018-05-05 22:55:00,8630330696303482014,1.00000,13.26992,14.30031,9.59638,7.10836,10.38766,65.08747,46.60558,42.03724,22.36954,77.53340
2018-05-05 22:56:00,8630330696303482345,1.00000,13.10456,12.81365,6.27043,10.67618,9.59312,59.55870,52.07765,4.46724,82.93257,97.11080
2018-05-05 22:57:00,863033069630348305,1.00000,10.98923,15.95699,8.82590,8.58787,12.46261,56.93355,47.87404,11.56390,3.57544,81.62309
2018-05-05 22:58:00,863033069630348586,1.00000,12.46636,12.62194,10.71530,6.19984,8.94043,70.74348,27.25955,40.37584,4.86793,14.78900
2018-05-05 22:59:00,863033069630348438,1.00000,10.42269,13.55165,9.66081,9.51592,14.12759,68.18312,50.31528,94.36983,44.65389,26.88942
2018-05-05 23:00:00,8630330696303482014,0.00000,14.55245,15.68964,12.47569,7.18425,10.05071,55.84714,34.02593,69.27142,80.35868,75.06847
2018-05-05 23:01:00,8630330696303481354,1.00000,15.14593,14.60262,9.38683,16.61031,9.56546,64.18091,66.59998,67.93289,75.97030,90.17147
2018-05-05 23:02:00,3590433799317661800,1.00000,8.14418,13.79072,6.95205,14.49220,14.23352,53.61970,31.33638,75.02473,6.04804,47.04136
2018-05-05 23:03:00,8630330696303482204,0.00000,10.99130,11.81942,12.69599,8.98838,13.88387,48.80056,42.84446,21.11987,84.36053,64.71000
2018-05-05 23:04:00,8630330696303481214,1.00000,12.98791,13.17649,10.96942,8.14096,10.33160,79.92196,49.91015,56.60048,24.19840,40.81861
2018-05-05 23:05:00,3590433799317661370,0.00000,11.75563,13.31326,14.17388,11.40330,13.30722,85.39588,49.11475,6.07757,38.79718,73.23414
2018-05-05 23:06:00,863033069630348867,0.00000,9.89199,10.66042,10.49710,9.72569,16.51825,43.95985,40.55347,37.70071,66.38851,78.98746
2018-05-05 23:07:00,3590433799317662030,0.00000,9.64758,16.31524,14.62381,11.93421,13.51145,31.19675,44.93194,84.86121,51.58185,49.40909
2018-05-05 23:08:00,359043379931766239,1.00000,8.40728,14.75987,7.31658,7.59547,15.39095,60.36238,37.20975,1.14779,70.91259,93.43319
2018-05-05 23:09:00,8630330696303481529,0.00000,13.34172,8.62016,13.19341,11.82335,16.02996,47.34833,26.42199,74.27362,20.50580,11.75921
2018-05-05 23:10:00,8630330696303482311,0.00000,12.05550,12.86696,16.46070,12.08608,16.42693,36.81848,65.59871,31.32444,83.37365,92.20035
2018-05-05 23:11:00,3590433799317661230,1.00000,11.46805,13.69030,7.75285,7.83455,6.34695,45.76264,42.28038,74.69342,54.45237,49.68952
2018-05-05 23:12:00,863033069630348131,1.00000,8.44276,16.03325,9.04535,13.10643,15.01997,57.86363,57.66575,83.68104,80.11921,42.01554
2018-05-05 23:13:00,863033069630348479,0.00000,11.18946,15.97257,9.04723,11.14728,10.69159,36.35344,73.16092,68.90217,18.96937,76.17385
2018-05-05 23:14:00,3590433799317661453,1.00000,9.62813,13.35558,8.68740,9.35461,10.96781,50.29944,24.87217,69.42793,60.11892,53.07415
2018-05-05 23:15:00,8630330696303481883,0.00000,8.85224,16.05002,15.26183,12.76698,11.15937,38.83328,29.34235,71.89254,39.03015,72.05761
2018-05-05 23:16:00,8630330696303482220,1.00000,8.78147,11.80800,13.33701,7.12602,18.88052,71.55145,61.61910,61.39839,83.10642,49.12633
2018-05-05 23:17:00,3590433799317661214,0.00000,10.25543,14.40164,7.62648,11.52681,13.31264,56.71735,38.43268,48.84068,72.32238,68.02888
2018-05-05 23:18:00,863033069630348248,0.00000,9.84627,14.70403,8.86449,12.21244,13.27496,76.76166,52.37709,13.17647,21.01273,28.79749
2018-05-05 23:19:00,8630330696303481586,0.00000,10.63309,10.75076,13.34538,8.29528,12.11761,46.13782,49.93481,99.21960,50.83790,90.26597
2018-05-05 23:20:00,863033069630348750,1.00000,13.87199,12.32392,10.68728,9.69472,9.62713,76.66104,63.43524,23.65141,33.61355,7.26146
2018-05-05 23:21:00,359043379931766320,1.00000,17.20575,18.86010,9.16924,9.93898,11.50507,37.96642,65.73172,3.87430,22.46018,18.04419
2018-05-05 23:22:00,3590433799317661255,0.00000,9.02395,13.98043,12.47741,13.11291,15.86314,51.90099,60.38564,84.33659,39.76612,31.15808
2018-05-05 23:23:00,3590433799317661701,0.00000,10.38612,12.78238,16.24008,11.23472,13.65485,52.70435,45.64399,88.74733,97.89021,51.72047
2018-05-05 23:24:00,3590433799317661834,0.00000,11.30642,13.50081,12.83105,13.39065,15.81616,90.41311,23.70747,6.82639,7.11581,36.12933
2018-05-05 23:25:00,3590433799317661628,1.00000,13.62372,17.71421,9.65798,2.98134,10.26278,65.57957,54.40920,79.73064,7.85507,64.78407
2018-05-05 23:26:00,8630330696303482261,0.00000,10.53382,16.26307,12.96077,14.65580,10.16629,65.76261,53.54357,62.71315,71.52627,11.21792
2018-05-05 23:27:00,3590433799317661214,1.00000,14.33255,12.55985,5.78236,7.47936,9.02505,54.86293,39.39899,28.65044,99.22519,14.34305
2018-05-05 23:28:00,3590433799317661669,1.00000,14.68237,13.57962,12.23540,8.96324,8.63690,60.59351,22.30587,93.95899,96.84629,50.86434
2018-05-05 23:29:00,863033069630348412,1.00000,10.63435,12.10869,9.14790,6.20983,10.08048,63.92466,63.69427,38.16029,91.53423,32.89999
2018-05-05 23:30:00,863033069630348479,1.00000,13.90823,14.31586,8.17894,10.36683,13.06265,63.52351,63.04884,70.84608,14.59200,49.58181
2018-05-05 23:31:00,359043379931766528,1.00000,14.09163,13.64088,9.42093,7.60139,11.36810,60.41576,63.90148,0.18478,82.18385,24.42723
2018-05-05 23:32:00,3590433799317661974,1.00000,8.99878,12.68806,7.38646,11.95043,12.82853,60.34381,44.75504,69.76478,55.05925,69.53558
2018-05-05 23:33:00,359043379931766841,1.00000,17.79678,13.16239,13.16448,13.64597,13.18518,62.48267,39.21276,42.02266,71.69939,62.95292
2018-05-05 23:34:00,8630330696303481347,0.00000,9.16292,13.44540,9.33559,12.13995,14.40457,43.89336,22.19257,50.80199,55.57121,66.38119
2018-05-05 23:35:00,8630330696303482113,0.00000,14.01777,13.06789,8.21988,11.74123,7.69723,60.88336,28.67317,72.88439,45.26724,23.31405
2018-05-05 23:36:00,8630330696303481560,1.00000,15.18340,13.03502,6.49484,8.68107,10.55275,27.45274,33.55765,52.78494,0.01531,55.69664
2018-05-05 23:37:00,8630330696303482337,1.00000,9.30894,17.43553,5.31147,7.80344,11.94937,72.04938,63.05739,71.22775,23.28219,21.31894
2018-05-05 23:38:00,863033069630348248,1.00000,13.29273,13.81936,11.15359,10.59927,8.47934,54.43169,39.51845,81.88710,65.25105,69.46293
2018-05-05 23:39:00,3590433799317661297,1.00000,8.91302,13.34779,10.34552,11.83239,13.04795,60.60137,51.24561,75.05935,18.93862,80.71500
2018-05-05 23:40:00,359043379931766163,0.00000,9.58593,13.89715,16.39006,12.61009,13.60729,65.79799,45.59417,74.13971,32.94365,37.55502
2018-05-05 23:41:00,8630330696303482246,0.00000,13.14199,7.75893,12.50142,13.09637,17.14283,58.35861,48.37762,12.33031,85.72088,47.48327
2018-05-05 23:42:00,8630330696303482428,1.00000,9.84452,12.99196,15.31505,9.05962,15.37335,52.54976,40.76683,18.50614,34.45409,63.79377
2018-05-05 23:43:00,3590433799317662121,0.00000,13.15711,15.20331,11.12214,12.59518,14.04669,48.86895,52.49048,67.26966,31.26780,52.20450
