ts,imei,mwra,p.system,p.android.chrome,p.android.settings,p.android.gm,p.android.packageinstaller,p.android.externalstorage,p.android.documentsui,p.simulator,p.browser.provider,p.gms.persistent,p.android.gms,p.android.defcontainer,p.google,p.dogalize,p.notifier,p.inputmethod.latin,p.android.vending,p.katana,p.process.gapps,p.olauncher
2018-05-06 13:07:00,359043379931766791,1.00000,7.88070,14.95072,15.77139,14.70641,8.87767,11.59421,12.49809,71.52396,0.00993,48.10972,40.77356,21.92583,80.09518,44.11710,18.35678,32.01097,18.49442,60.00467,75.58880,95.60964
2018-05-06 13:08:00,8630330696303481628,0.00000,12.04522,11.72065,15.07453,9.19255,13.04919,9.38130,11.54695,49.93217,0.39266,34.76961,53.73192,44.14457,9.40654,96.76812,63.07707,66.97372,37.18676,61.05164,33.00061,27.44457
2018-05-06 13:09:00,359043379931766544,1.00000,9.33697,12.46097,12.75068,14.89569,10.31630,11.39941,19.21320,44.14532,0.02778,37.68829,66.01504,78.00094,12.13890,13.39627,20.25497,46.23110,23.03980,14.24833,5.15466,91.09754
2018-05-06 13:10:00,3590433799317661198,0.00000,8.09233,8.59808,13.45544,6.02172,13.69563,9.80240,13.67697,51.48336,0.01049,33.46303,53.13229,88.20475,28.38902,77.48492,91.70916,96.51865,4.13480,76.21811,73.38058,74.69920
2018-05-06 13:11:00,359043379931766700,1.00000,14.45948,11.59346,11.82296,13.37847,6.83503,9.17463,11.50507,50.94861,4.38260,48.17475,48.21758,34.73651,96.35313,31.10024,61.10743,32.72838,81.34937,97.45248,86.23771,80.86366
2018-05-06 13:12:00,8630330696303481636,1.00000,9.78168,9.79385,12.58665,13.74524,9.28294,14.07219,13.17019,70.30790,0.04306,50.37547,61.80175,53.37871,43.55065,83.89402,99.39948,87.26663,70.97485,99.75598,49.87353,12.59982
2018-05-06 13:13:00,8630330696303481685,0.00000,12.86053,11.23206,12.60541,12.37599,11.72792,11.97710,10.06377,32.10349,0.88759,17.01433,73.62264,56.13287,40.23895,35.51579,92.54308,98.37754,29.29138,60.78645,87.02058,57.40048
2018-05-06 13:14:00,863033069630348362,1.00000,14.09279,9.30330,12.95205,12.24457,10.25177,6.77946,10.34629,41.76650,3.03904,56.88369,41.74349,52.02755,69.79207,65.60749,38.73957,63.39679,38.29687,97.87164,73.28661,66.21208
2018-05-06 13:15:00,3590433799317661446,1.00000,12.07110,13.94182,11.12116,11.73633,12.56019,13.54491,14.88141,68.75072,0.40382,49.90621,60.78587,80.67562,61.39827,83.22713,8.57979,83.80198,77.25144,69.13503,49.59162,70.31625
2018-05-06 13:16:00,359043379931766031,1.00000,11.41110,17.28620,15.13277,14.14849,8.31286,14.33571,12.75370,54.12350,0.21321,40.31181,84.91135,4.40607,48.77090,71.62250,67.39770,28.39203,36.97458,66.84531,52.39865,79.96769
2018-05-06 13:17:00,8630330696303481701,1.00000,11.23439,14.25568,11.00941,13.46152,11.36204,13.35537,13.56311,59.56137,0.17602,48.64455,52.61850,63.17077,82.08711,65.25711,79.99552,89.37670,39.45305,74.72684,80.26318,30.41160
2018-05-06 13:18:00,863033069630348461,0.00000,11.23264,7.63887,12.68595,11.74103,14.49068,11.15431,15.70831,69.62190,0.17528,26.95875,35.92124,73.20568,2.17309,38.12300,61.80908,3.12375,96.97191,20.18870,81.42141,29.11960
2018-05-06 13:19:00,8630330696303481503,1.00000,10.23207,13.70576,13.46746,13.35445,10.63167,12.92707,15.45229,53.22439,0.06350,39.18293,16.23554,91.74218,55.28486,63.11517,84.75669,93.28052,53.63117,78.56298,22.88436,91.48037
2018-05-06 13:20:00,359043379931766817,1.00000,9.57314,16.29315,15.05878,15.34618,10.32588,10.54533,12.63855,62.44034,0.03522,36.46009,38.95461,96.31361,3.15756,93.39618,34.21053,97.27118,4.90549,43.38765,89.66364,45.67138
2018-05-06 13:21:00,8630330696303482386,1.00000,12.01049,10.02946,11.25646,12.65565,9.30196,17.31915,11.12295,59.73347,0.38100,70.68925,36.80005,60.40285,0.98840,42.08003,7.78489,75.22490,7.61987,44.99839,72.93745,98.42432
2018-05-06 13:22:00,863033069630348222,1.00000,13.45593,14.55143,10.29265,11.78106,10.40158,18.03034,14.36478,26.40066,1.60893,37.55731,56.07546,82.87903,25.49520,75.01557,90.83885,6.17913,38.27917,92.94933,74.06439,66.38020
2018-05-06 13:23:00,3590433799317662436,1.00000,8.20601,16.86321,17.99085,16.99986,7.70313,12.38579,12.97681,73.62805,0.01201,36.30240,48.15891,71.43822,72.41896,84.19762,21.45514,89.78050,18.06659,30.41057,32.59790,93.31667
2018-05-06 13:24:00,8630330696303481297,0.00000,9.86350,10.11081,12.56226,10.05110,12.85475,12.97840,15.46849,37.06731,0.04638,30.59627,58.84868,5.61453,22.52158,70.45898,38.49329,47.37981,69.35777,55.18234,19.86187,70.06625
2018-05-06 13:25:00,359043379931766585,0.00000,10.72124,10.45810,12.23446,7.61351,14.03465,13.14955,13.26658,65.36781,0.10653,37.95408,31.45226,88.10670,26.72526,6.84860,12.57907,43.44341,49.37874,21.47911,51.30793,26.86596
2018-05-06 13:26:00,3590433799317661826,0.00000,9.88255,11.66194,14.85828,10.01677,13.88302,12.22178,14.71289,44.22463,0.04799,48.58679,49.56238,81.80491,31.92992,98.71464,45.81377,35.52182,5.45479,42.12740,26.74533,79.54238
2018-05-06 13:27:00,8630330696303481677,1.00000,13.93778,10.78652,10.84921,14.49479,10.43454,9.34394,8.79588,63.65230,2.60175,52.47756,46.82292,18.43080,46.99635,18.95938,64.14688,59.30547,18.47221,80.01945,76.37518,46.01487
2018-05-06 13:28:00,8630330696303481388,0.00000,11.67059,10.33698,15.16674,12.29564,14.71001,15.35704,11.88288,68.31398,0.27154,48.26954,40.68033,77.70702,65.39519,87.90145,2.58812,76.79165,86.05773,81.79858,96.89941,15.76995
2018-05-06 13:29:00,863033069630348784,1.00000,12.78881,13.84086,12.23221,12.84878,10.20872,14.15566,15.58339,46.30440,0.82578,36.02617,50.86833,72.17104,63.68210,57.56533,78.19577,90.92694,78.78543,54.83317,85.50160,59.94757
2018-05-06 13:30:00,8630330696303481412,1.00000,8.81404,14.33590,13.58021,13.56867,7.71938,13.93353,13.73072,55.51008,0.01864,47.39196,36.68540,83.80744,32.58689,20.32387,57.55793,71.76896,93.76657,48.51180,81.36067,35.66646
2018-05-06 13:31:00,3590433799317661891,0.00000,10.39165,10.96204,15.13587,10.66354,15.39050,13.38488,13.04863,39.15461,0.07812,58.32496,65.41115,20.77182,13.38434,61.78226,98.25107,2.82590,68.04603,13.97362,46.06882,5.21048
2018-05-06 13:32:00,863033069630348792,1.00000,12.10721,9.50646,15.92838,11.54141,11.65012,10.74948,10.31258,35.59484,0.41740,31.61250,55.35242,55.05368,14.86052,28.48288,3.53843,13.75259,36.31673,22.39267,27.42591,71.75568
2018-05-06 13:33:00,8630330696303482261,0.00000,12.24185,8.03973,13.36284,10.17945,10.53798,11.54834,14.60623,43.25357,0.47850,47.82283,52.99744,67.24946,31.46246,10.52203,16.33682,86.12762,78.97398,62.86273,50.81865,0.58003
2018-05-06 13:34:00,863033069630348909,0.00000,7.10025,7.69939,11.23950,9.35400,12.80519,8.38700,15.53446,42.15131,0.00461,46.42412,66.94811,52.95985,4.22407,59.53821,40.52243,79.54649,74.70558,83.16510,27.88169,83.47005
2018-05-06 13:35:00,863033069630348750,0.00000,9.66972,9.07144,13.57150,9.24423,16.41833,7.10633,16.14929,64.93316,0.03867,52.00299,50.41917,90.97443,28.76074,8.94977,85.93069,83.45248,81.92776,75.53424,67.13380,94.89529
2018-05-06 13:36:00,359043379931766098,1.00000,14.11235,9.47873,14.51511,13.51256,15.45613,16.55162,13.86281,51.01016,3.09694,49.28095,31.84333,90.85528,65.52193,95.76297,6.79119,15.06348,43.92043,86.50129,0.09297,22.69966
2018-05-06 13:37:00,359043379931766080,1.00000,8.88795,12.12200,15.83780,15.67558,7.25930,13.05399,12.18508,44.48185,0.02083,48.57349,55.42336,94.29224,13.36329,47.94303,89.26759,87.50658,50.98488,58.70907,56.87417,21.50101
2018-05-06 13:38:00,359043379931766445,1.00000,7.14742,13.49778,13.72119,12.03339,8.03796,13.94748,14.05136,40.71564,0.00524,50.62243,49.03141,98.45012,90.93040,98.35777,43.75144,52.49388,33.88955,63.48979,12.84306,13.92160
2018-05-06 13:39:00,3590433799317661834,0.00000,7.62022,12.45518,13.92380,8.36367,13.52961,11.75681,11.62153,78.09634,0.00915,49.17711,21.24281,54.30475,95.75230,62.37605,47.53481,62.22320,4.88981,39.53158,26.61476,23.19153
2018-05-06 13:40:00,8630330696303481131,0.00000,9.65040,9.33332,11.44478,11.70204,9.81338,12.42291,17.79874,66.72442,0.03710,42.46201,50.56584,86.26110,88.78105,86.42199,3.26179,42.38680,78.26438,95.67150,0.55006,49.44793
2018-05-06 13:41:00,8630330696303481834,1.00000,13.78664,9.29071,16.54888,12.96289,8.49273,12.30638,11.57393,50.82046,2.23753,34.78941,62.40385,52.31994,34.80881,17.16711,42.73382,98.39459,42.03324,3.91880,84.67233,30.95289
2018-05-06 13:42:00,8630330696303481115,1.00000,10.35582,14.57333,16.64912,15.91745,7.24828,12.74486,12.00774,69.43509,0.07404,61.94308,54.64409,40.55797,42.71979,2.38974,43.07999,55.75429,13.67110,12.79835,43.26375,66.75025
2018-05-06 13:43:00,3590433799317661057,0.00000,6.65366,12.17007,12.92472,10.11122,13.40477,14.74486,13.86883,64.21481,0.00334,41.31960,51.48628,31.13053,52.66353,60.07938,99.21403,79.94487,89.06765,17.69683,34.42523,31.28981
2018-05-06 13:44:00,3590433799317662311,1.00000,10.76033,15.47263,10.28334,9.85278,10.90215,15.79904,15.59080,72.50446,0.11261,32.08554,73.84521,78.76639,5.58153,4.81117,18.20195,88.77642,83.62891,24.48755,92.26303,71.76943
2018-05-06 13:45:00,863033069630348081,1.00000,8.18268,21.36130,15.61472,14.41592,9.49296,12.09896,13.06447,78.22261,0.01028,63.25921,54.12247,54.11932,84.02869,85.99254,49.17396,86.68140,93.20055,87.58959,6.36583,57.33074
2018-05-06 13:46:00,8630330696303481800,0.00000,13.71645,12.06958,13.78197,10.86526,10.49983,12.75661,15.41234,75.34854,2.08483,34.87811,63.65554,63.19830,8.08519,81.71951,3.22883,42.66438,38.59638,96.59916,83.26355,99.36593
2018-05-06 13:47:00,3590433799317661040,1.00000,12.03563,8.64447,11.73231,13.98148,9.75008,14.07879,12.40305,63.34252,0.39071,39.99233,76.59978,95.10046,55.87999,84.29404,26.51185,12.23718,26.61609,80.99077,76.48646,20.41694
2018-05-06 13:48:00,359043379931766973,0.00000,9.70827,10.67697,12.88053,10.11587,13.85438,8.76962,12.85690,45.64312,0.04169,29.77344,45.28719,11.29877,8.31978,84.93006,55.74235,19.48735,79.97429,44.98741,67.63354,49.45930
2018-05-06 13:49:00,3590433799317661883,1.00000,14.06453,9.32161,12.03626,12.15836,6.77715,5.77813,12.47008,59.46841,2.95249,64.30519,55.10370,11.18134,13.13070,40.76381,18.04078,41.33291,81.08330,87.08574,90.13857,99.61149
2018-05-06 13:50:00,359043379931766171,0.00000,10.64479,13.48027,13.76793,10.83394,15.79997,14.68232,11.11698,37.49183,0.09843,47.23770,66.01795,41.68335,84.20091,31.73725,33.33393,33.14803,33.54176,94.94907,65.33138,34.06171
2018-05-06 13:51:00,359043379931766007,0.00000,12.07494,10.91130,13.97605,9.24349,18.42067,16.20831,11.21671,48.68591,0.40367,49.94979,37.87325,59.74385,89.40742,28.84757,98.45748,15.71289,37.61797,6.38458,71.45586,87.24253
2018-05-06 13:52:00,3590433799317661529,1.00000,8.93035,10.19149,11.68790,11.96551,12.32016,13.48280,11.55867,57.76967,0.02044,27.96909,62.89653,43.29676,55.08774,62.94132,21.30282,1.94817,31.95493,15.91685,84.69702,50.75553
2018-05-06 13:53:00,359043379931766940,1.00000,13.92270,11.15028,15.05291,14.02919,8.89324,11.29951,8.45508,56.23410,2.56455,55.24269,45.95396,87.42171,71.77589,40.17445,41.27437,28.54664,28.24835,44.13334,83.30658,41.73760
2018-05-06 13:54:00,8630330696303481156,0.00000,6.12998,6.41639,11.56939,10.82796,15.50249,11.95689,11.85651,39.02436,0.00337,30.79450,50.20422,30.75690,77.01874,95.66660,53.73917,79.75315,92.71168,43.34747,68.94179,13.19646
2018-05-06 13:55:00,8630330696303481149,1.00000,11.07210,5.90007,17.70224,12.19089,9.14042,11.81012,9.03990,35.25569,0.14935,49.33594,41.73497,15.60966,99.23163,92.49229,64.76008,29.01063,46.33384,3.99847,36.15008,17.06254
2018-05-06 13:56:00,8630330696303481321,0.00000,10.65165,8.02824,16.74311,10.23288,13.64121,7.05017,14.10533,48.53472,0.09944,58.08200,37.99024,58.34776,95.36798,69.16109,46.77308,4.36622,67.62816,17.17969,50.25758,70.94396
2018-05-06 13:57:00,3590433799317661966,0.00000,9.03236,11.23352,11.50236,11.93840,14.42313,5.49746,12.06888,51.40867,0.02331,62.05376,57.63089,80.02429,22.82119,53.77567,8.01351,63.07784,47.62505,16.87738,36.33288,79.66034
2018-05-06 13:58:00,8630330696303481503,1.00000,11.35490,14.39716,12.71886,14.29118,9.05595,16.24936,12.71004,65.38901,0.19990,60.75267,46.02499,66.33280,9.70407,1.59819,56.59025,93.33630,49.16872,83.36645,49.85401,50.93587
2018-05-06 13:59:00,3590433799317661396,1.00000,10.04465,15.70578,12.76462,13.77521,9.14691,12.36736,14.97066,51.28654,0.05492,56.80192,64.47248,76.36416,13.51367,67.33228,62.33829,78.24780,88.20084,1.36424,78.95611,97.31300
2018-05-06 14:00:00,8630330696303481107,1.00000,14.16572,9.55437,14.74248,13.72803,9.01814,8.50552,6.91412,35.68082,3.26656,50.30979,41.42837,87.41523,44.93940,11.99145,40.23314,18.27161,18.38135,33.36544,96.56752,85.55880
2018-05-06 14:01:00,3590433799317661123,1.00000,14.63486,13.02314,11.70255,17.10163,6.07940,13.23108,9.36272,40.49705,5.22274,37.05417,67.55324,80.78473,43.05410,41.70369,9.87905,99.33969,77.59514,29.42609,9.59223,74.31320
2018-05-06 14:02:00,3590433799317661909,0.00000,12.82219,9.25226,14.34547,11.70240,10.27677,9.62976,11.52853,31.66193,0.85497,30.20028,52.61358,44.02019,77.62085,2.32796,71.99337,75.17875,20.89805,5.90319,82.46036,56.59046
2018-05-06 14:03:00,8630330696303481941,0.00000,12.13408,12.72356,12.41777,8.36370,12.11251,9.10715,13.97777,54.75908,0.42990,29.29721,37.27345,36.25966,49.29239,43.67786,45.42072,31.79051,49.18844,5.91768,55.42473,16.53991
2018-05-06 14:04:00,8630330696303481222,1.00000,14.02397,9.56320,12.41725,11.23814,8.00270,6.04991,10.79678,46.26547,2.83748,64.32966,67.54866,5.68960,34.10402,87.50932,95.95443,82.62032,21.63193,24.22692,80.92862,72.69646
2018-05-06 14:05:00,3590433799317662014,1.00000,14.06667,7.60896,16.35566,13.32796,10.29973,11.44154,12.93956,56.29432,2.95920,36.27266,43.21569,92.99097,17.43467,6.52370,70.75885,66.30977,91.16030,43.98680,66.69029,11.38966
2018-05-06 14:06:00,359043379931766254,1.00000,14.71627,10.23741,13.95378,16.18502,8.89062,12.09160,7.93858,49.96289,5.66317,47.62148,48.50235,36.94562,53.01618,30.10652,89.89208,71.85999,60.05713,91.84437,62.08532,24.74603
2018-05-06 14:07:00,3590433799317661552,1.00000,10.23667,14.08351,16.70735,14.35935,7.54196,14.32902,10.22041,41.45635,0.06900,45.65836,56.13238,90.44846,11.96911,4.22655,38.80282,83.93085,72.31980,88.56966,24.49275,43.85814
2018-05-06 14:08:00,8630330696303481321,0.00000,8.09808,10.68723,14.34142,5.89065,10.19636,7.32148,11.90811,47.56617,0.01057,34.69841,54.18162,76.75824,60.58331,41.92000,44.54013,25.40209,40.41745,24.23607,96.72576,67.31587
2018-05-06 14:09:00,3590433799317661818,1.00000,13.01225,11.51560,14.05765,13.40520,7.74091,12.37913,10.99586,68.50380,1.03252,55.12022,52.92922,3.76354,14.30958,62.08141,22.75296,41.94270,24.14744,96.84736,6.48236,42.60659
2018-05-06 14:10:00,3590433799317661206,1.00000,12.02025,15.22906,14.10899,13.76432,10.20837,14.41439,12.48573,69.67686,0.38423,66.03357,10.26977,55.28152,90.98931,92.82903,8.03071,31.93634,45.41804,62.01276,85.24361,12.46771
2018-05-06 14:11:00,359043379931766320,1.00000,12.65090,8.64248,13.40717,12.11473,12.51207,7.53713,10.23510,55.98411,0.72011,64.88441,48.28536,57.53248,88.21667,32.88415,80.03448,17.43134,52.97855,34.82917,83.01595,3.42786
2018-05-06 14:12:00,359043379931766874,1.00000,13.90402,11.40394,12.21289,14.37334,10.02411,16.64578,14.19696,35.37689,2.51645,38.81792,49.56936,98.36767,39.15136,35.96190,11.66910,73.73339,67.51165,94.80023,29.08949,53.56893
2018-05-06 14:13:00,8630330696303481719,0.00000,9.41583,11.71592,13.98215,8.43276,12.39430,9.84447,14.69823,53.01519,0.03143,27.57831,56.46617,4.48059,47.07148,29.36004,10.80775,7.61795,82.33301,33.66212,25.83316,10.77353
2018-05-06 14:14:00,8630330696303482170,1.00000,10.05510,15.30417,13.88874,14.32359,6.43318,15.00228,16.88131,64.59488,0.05529,49.19573,35.82742,86.34954,5.08544,74.01838,6.06070,51.85755,68.84339,58.17545,87.36312,87.26550
2018-05-06 14:15:00,863033069630348388,1.00000,11.59079,13.30901,12.83111,12.39271,11.75269,14.37909,13.02305,51.04078,0.25084,57.82847,59.82649,96.31540,85.61277,97.39455,68.90729,94.37862,45.89922,83.39528,4.04998,80.81665
2018-05-06 14:16:00,359043379931766056,1.00000,10.64135,11.40394,15.47653,14.65460,8.32451,14.81392,12.48976,50.87714,0.09979,33.32512,49.93862,27.20925,68.41457,41.13671,0.15662,82.18954,46.33556,7.26873,38.37380,57.23967
2018-05-06 14:17:00,863033069630348834,1.00000,13.35162,13.81510,13.62950,12.85960,9.64776,11.00361,8.08800,74.55789,1.44748,55.47433,48.45538,90.54360,83.15337,24.35075,62.94746,17.23417,89.17944,23.44878,47.63619,36.82212
2018-05-06 14:18:00,359043379931766718,0.00000,8.03160,7.61112,13.78314,11.88864,14.56195,5.97450,18.76194,38.79415,0.01080,47.64574,49.14302,78.53442,16.31967,53.82192,27.36384,88.94314,22.69288,98.38906,9.21207,72.40054
2018-05-06 14:19:00,8630330696303481362,0.00000,11.71951,7.47468,15.57925,9.40351,16.48158,9.05046,12.87935,47.76899,0.28381,59.26583,78.71275,34.23988,95.20957,51.62302,30.17002,25.01404,38.61696,77.80050,20.13786,91.25608
2018-05-06 14:20:00,359043379931766858,1.00000,5.36475,15.03459,16.93844,15.23486,10.34610,8.20956,13.17459,71.55320,0.00236,33.07324,60.47994,91.62077,95.86178,70.80109,8.51282,3.14712,25.23161,94.78727,23.95916,24.20019
2018-05-06 14:21:00,8630330696303481693,1.00000,10.37432,15.87007,11.23195,9.41001,8.57224,16.77135,12.62761,61.66197,0.07596,46.52335,63.33485,3.06334,63.54891,13.76955,71.92347,29.95647,1.11517,36.35181,62.08918,6.67382
2018-05-06 14:22:00,3590433799317661222,0.00000,7.61601,10.57827,13.47292,8.24668,14.26385,13.44303,12.06430,58.96118,0.00817,40.91095,47.06325,81.35498,85.31014,51.29471,76.51620,15.12190,39.99747,98.16388,58.80350,94.66023
2018-05-06 14:23:00,359043379931766775,1.00000,14.17049,9.84918,11.76821,15.38962,9.56849,8.11239,6.82417,46.39147,3.28363,49.22888,55.77289,43.13774,82.86771,13.38675,7.39026,50.96586,0.55481,57.54486,40.86479,56.23338
2018-05-06 14:24:00,359043379931766312,1.00000,9.44190,13.10503,17.14212,14.90969,7.02582,11.87621,12.35842,61.50520,0.03288,53.92617,43.23662,92.02998,89.31317,59.66956,51.63697,16.14104,22.29676,91.61907,32.26315,98.40797
2018-05-06 14:25:00,359043379931766577,1.00000,12.49062,8.91211,10.85673,14.10006,11.22953,6.86010,6.90516,42.56814,0.61183,59.19150,58.25818,3.70474,41.46833,36.58790,95.27169,11.06451,87.56543,21.33825,33.08075,16.19032
2018-05-06 14:26:00,3590433799317661669,1.00000,13.60311,12.01712,12.37406,16.45140,7.00119,16.20042,14.34490,62.63512,1.86249,42.06606,47.70624,36.95976,65.34669,79.52181,12.30942,66.82412,40.97019,86.35430,63.45163,94.50552
2018-05-06 14:27:00,8630330696303481008,1.00000,14.95066,11.66392,13.72554,14.70884,8.47602,10.72197,10.10801,53.55741,7.16030,34.94323,50.56702,62.83696,65.42700,17.55201,82.82988,57.00222,45.93141,75.64379,69.10523,43.47763
2018-05-06 14:28:00,863033069630348149,1.00000,10.56051,13.11954,16.53405,6.17122,12.61208,11.25143,12.43741,40.27267,0.09173,41.48091,61.47607,21.15998,49.53169,2.96219,57.17404,7.15522,25.74807,98.18576,73.64750,41.44138
2018-05-06 14:29:00,8630330696303481420,1.00000,14.25450,10.00382,13.58386,14.43041,8.36787,9.60821,7.92996,44.37201,3.57017,66.52757,55.88030,82.14657,24.37129,16.62636,46.81038,14.40290,2.50937,44.62836,45.27825,25.53599
2018-05-06 14:30:00,3590433799317662048,0.00000,12.89715,8.61031,13.92850,11.74826,8.42031,9.81430,11.45658,43.19254,0.91927,40.25421,43.53892,0.13234,32.61471,13.72367,93.04337,90.55452,40.74560,49.67936,11.63045,35.91932
2018-05-06 14:31:00,8630330696303481529,1.00000,14.77321,15.06526,13.91362,16.64422,9.20263,15.98356,14.30371,44.43614,5.99882,33.51170,43.33010,15.42434,67.85908,40.10462,17.73648,95.24648,51.50692,97.41702,43.09626,62.74403
2018-05-06 14:32:00,863033069630348198,1.00000,14.02792,9.10393,13.52064,11.86681,8.08167,10.05808,15.27653,57.23568,2.84768,51.05265,54.74914,16.80014,49.00893,92.39293,21.65836,7.73188,87.30525,2.73657,96.58067,50.11759
2018-05-06 14:33:00,359043379931766643,1.00000,10.75208,14.81275,12.38245,14.28438,11.27113,14.55290,15.62265,76.49999,0.10916,46.29900,54.45837,46.65763,3.39908,27.90212,79.77257,56.53462,89.60752,90.00996,26.81062,64.04573
2018-05-06 14:34:00,8630330696303481545,1.00000,13.46248,10.70532,11.62536,13.66882,9.82220,16.88874,13.29645,64.41397,1.61905,55.70734,34.61582,65.27948,66.04228,27.83541,89.30932,47.99589,55.58286,82.37580,68.81028,58.59907
2018-05-06 14:35:00,359043379931766999,0.00000,8.27929,8.96522,13.10497,11.65989,14.75421,14.81256,12.40830,70.92807,0.01237,43.95466,61.44777,14.39018,4.98072,94.88481,27.62546,81.40264,31.44723,32.03433,20.36350,30.24706
2018-05-06 14:36:00,3590433799317661404,1.00000,15.12663,10.18143,13.42777,16.40647,10.32522,12.09866,10.28968,38.26617,8.53796,45.37148,36.75648,25.48243,14.74566,80.04829,53.89371,90.06649,1.58693,19.13311,73.46029,16.16761
2018-05-06 14:37:00,8630330696303481057,1.00000,10.50543,8.07140,15.15899,11.20919,14.06153,7.33130,21.17052,23.06868,0.08409,46.11431,60.70247,9.56156,15.83679,27.75228,66.58693,5.19309,20.23839,79.48526,60.00672,46.08775
2018-05-06 14:38:00,8630330696303481875,0.00000,10.38944,8.93035,14.13563,6.24350,11.51647,12.28093,9.62751,46.75825,0.07640,38.84424,44.29553,13.53304,38.85402,8.38662,96.24998,68.83250,1.69533,14.87333,43.19344,94.19369
2018-05-06 14:39:00,359043379931766437,0.00000,9.48520,7.61681,9.42435,7.61616,13.24505,8.36894,12.05298,42.51685,0.03048,37.71801,66.98595,10.53556,52.77612,4.34543,27.41779,77.97606,63.58227,82.67211,97.21436,56.40705
2018-05-06 14:40:00,863033069630348271,0.00000,10.38789,8.60123,16.08847,10.37443,12.61311,5.13367,18.04768,51.76296,0.07527,48.52680,56.95993,67.17953,1.45670,47.97493,88.00112,64.25988,34.83741,12.67319,96.46315,50.58543
2018-05-06 14:41:00,8630330696303482402,0.00000,9.60072,10.48285,11.32464,8.16713,13.97157,10.64631,9.94642,56.59287,0.03606,49.51828,60.55279,96.36851,30.43914,61.78592,40.75479,20.94339,67.47012,24.30139,89.35262,91.91564
2018-05-06 14:42:00,8630330696303481750,1.00000,12.94572,7.81823,14.42705,12.50396,11.15441,9.37854,11.40618,42.65664,0.96700,43.53672,30.77056,83.76369,25.01598,54.77000,78.16671,66.92539,76.85616,88.09576,23.93935,42.41317
2018-05-06 14:43:00,8630330696303481503,0.00000,9.22775,10.45035,8.97498,11.74648,15.04097,15.82549,14.69081,66.05341,0.02346,52.99928,64.76082,81.23902,92.19853,34.98500,76.10898,65.27762,64.50999,27.78796,59.69959,1.41250
2018-05-06 14:44:00,8630330696303481206,0.00000,13.49434,10.66632,15.21286,13.46726,8.61111,12.30820,17.53081,62.92264,1.66943,27.13849,35.28847,93.05043,49.83036,48.68375,45.78634,0.30885,62.38937,7.43210,57.70087,79.82808
2018-05-06 14:45:00,8630330696303481438,1.00000,10.75009,10.64545,13.19218,11.07015,9.50836,16.12884,11.38661,53.43894,0.11130,20.24932,44.70287,9.27841,93.62604,1.46143,61.95469,82.69277,54.48789,63.43022,34.08162,70.48484
2018-05-06 14:46:00,3590433799317661347,0.00000,9.17922,12.13718,14.32315,8.53241,12.41585,12.72771,13.88162,19.04300,0.02506,36.94676,57.22981,54.98199,19.76640,49.74089,45.39462,24.49877,5.83283,30.68524,64.38723,18.05424
2018-05-06 14:47:00,3590433799317661628,1.00000,12.54389,8.70849,14.06322,9.86120,12.81399,9.33657,13.31425,38.36338,0.64839,74.09401,45.14387,33.83813,95.23121,68.33657,57.98156,41.72336,40.77322,25.80354,6.30189,74.99298
2018-05-06 14:48:00,8630330696303482303,1.00000,14.85181,6.64562,13.83476,14.19209,12.39722,9.39219,12.42168,72.21174,6.48766,46.81121,38.33223,46.19664,36.38110,5.03469,7.09577,88.73637,37.12248,78.31829,15.96897,54.07047
2018-05-06 14:49:00,8630330696303481016,1.00000,9.45037,10.57001,14.49856,15.81854,7.00542,14.45640,12.64807,36.13652,0.03188,26.04006,57.43422,29.02595,76.28411,10.35654,3.63362,93.95864,18.13757,48.56455,73.48672,11.14922
2018-05-06 14:50:00,3590433799317661966,0.00000,7.91812,8.90824,12.24751,11.77618,13.17969,11.81121,13.62034,45.76755,0.00759,44.95421,58.82566,2.96759,91.23894,56.09730,79.65136,62.08812,94.53088,15.89308,67.09116,69.16324
2018-05-06 14:51:00,863033069630348685,1.00000,9.99209,10.21058,13.02311,10.85077,13.24999,9.44091,12.25560,56.53417,0.05152,53.29729,58.96406,74.03385,52.09594,9.86818,58.79139,15.51089,22.41283,60.66272,94.68582,83.07484
2018-05-06 14:52:00,863033069630348560,1.00000,11.07107,15.81030,14.28855,15.17673,11.24041,13.49710,10.56772,63.56794,0.14830,19.01823,51.12647,79.39390,22.98821,77.07455,79.41242,32.80857,58.76313,39.16655,32.72039,82.23808
2018-05-06 14:53:00,359043379931766627,0.00000,12.17201,7.53906,16.08292,12.06312,12.33498,11.89637,13.55161,37.66601,0.44546,54.99990,37.91879,83.54677,34.77597,51.09575,74.43490,59.20839,54.20635,8.72872,41.28909,43.22513
2018-05-06 14:54:00,3590433799317661727,1.00000,10.43573,9.79329,13.37400,9.10966,11.19549,9.17067,10.67385,49.25361,0.08132,55.60154,54.72059,10.57855,67.99542,40.45574,88.30837,27.41640,58.62055,12.83239,3.65575,77.20544
2018-05-06 14:55:00,863033069630348321,1.00000,7.19367,10.61541,13.69211,12.94236,9.61221,10.40300,16.28616,48.51627,0.00410,42.60032,44.73430,49.82051,74.73121,78.99401,18.32239,31.27468,22.28147,74.61896,20.52073,72.58687
2018-05-06 14:56:00,3590433799317661297,0.00000,7.22342,8.12074,12.38750,9.32638,10.65591,10.63530,14.59141,51.56977,0.00541,58.88310,66.78936,92.85240,90.24481,83.28785,7.51885,92.09995,29.40078,71.48371,0.45730,34.30117
